Text,Name,Created At,Tweet Type
A bipartisan group of six governors has signed a deal that would help create the country's first coordinated testing strategy in the absence of a national plan https://t.co/IOwwSv29UH,CNN Breaking News,Tue Aug 04 20:54:14 +0000 2020,Tweet
Mississippi Gov. Tate Reeves has issued a statewide mask mandate for the next two weeks. Follow live updates: https://t.co/UQ8IIZoSFD https://t.co/bxGSA3XcNd,CNN Breaking News,Tue Aug 04 20:44:04 +0000 2020,Tweet
"The death toll in the Beirut blast has doubled to at least 50 killed, with many more feared dead, Lebanon's health minister told reporters. Follow live updates: https://t.co/zVzOFEWiGV https://t.co/T3Gtn0DTw7",CNN Breaking News,Tue Aug 04 20:12:33 +0000 2020,Tweet
"Cultural events of 5,000 people or more will be able to resume in France starting on Sept. 1, the French Culture Ministry says. Follow live updates: https://t.co/r04nZOpgkU https://t.co/uTje6E8ZjD",CNN Breaking News,Tue Aug 04 19:37:26 +0000 2020,Tweet
"At least 25 people have been killed and more than 2,500 injured in the massive blast at Beirut port, Lebanon's health minister says. Follow live updates: https://t.co/1cDxsKpqUP https://t.co/FRX0PyB6Et",CNN Breaking News,Tue Aug 04 19:31:14 +0000 2020,Tweet
"Hundreds of people are hospitalized and an eyewitness describes a scene ""like an apocalypse"" after a huge explosion in Beirut. Follow live updates: https://t.co/gfdBJF5HzS https://t.co/Tt4wG3Up0O",CNN Breaking News,Tue Aug 04 18:49:20 +0000 2020,Tweet
"A large number of people are reportedly injured after a huge explosion ripped through the port area of Beirut, shattering glass for miles around
https://t.co/ZN6PesbuJ8 https://t.co/Yvsi68uLXJ",CNN Breaking News,Tue Aug 04 16:45:23 +0000 2020,Tweet
Lebanon's state-run news agency says a large explosion in Beirut was the result of a fire at a warehouse for firecrackers https://t.co/5IN8rSF1Ws,CNN Breaking News,Tue Aug 04 15:54:49 +0000 2020,Tweet
"Mayor de Blasio is warning people in New York City to take Tropical Storm Isaias ""very seriously."" The city is preparing for heavy rain, high winds and flooding potential along with a threat of tornadoes. https://t.co/GoNiBvm8cV https://t.co/QCNWKI0lzt",CNN Breaking News,Tue Aug 04 15:20:52 +0000 2020,Tweet
"Ford CEO Jim Hackett is retiring in October. He will be replaced by the automaker's chief operating officer, Jim Farley. https://t.co/zypCJYnz3J https://t.co/8O6N2Fi78w",CNN Breaking News,Tue Aug 04 13:36:22 +0000 2020,Tweet
"A tornado watch has been issued for several major metropolitan areas, including New York City and Philadelphia, as Tropical Storm Isaias travels up the East Coast. Follow live updates: https://t.co/Fh8VS6nOWg https://t.co/EmZjPihj99",CNN Breaking News,Tue Aug 04 12:58:41 +0000 2020,Tweet
"Germany is currently experiencing a second coronavirus wave, a physicians' association in the country says https://t.co/zY0e1kajnE https://t.co/LYW3z7IVxd",CNN Breaking News,Tue Aug 04 11:05:38 +0000 2020,Tweet
RT @CNNPolitics : The Census Bureau announced that field data collection will end a full month earlier than originally planned https://t.co/xjedXcefI0,CNN Breaking News,Tue Aug 04 03:46:20 +0000 2020,Retweet
"Hurricane Isaias makes landfall in North Carolina with maximum sustained winds of 85 mph
https://t.co/IbUSlWX85Q https://t.co/Y4Wm3eR2Uv",CNN Breaking News,Tue Aug 04 03:41:38 +0000 2020,Tweet
"Isaias becomes a hurricane again and has sustained winds of 75 mph, according to the National Hurricane Center. Landfall is expected in a few hours. https://t.co/FujrJE8sxC",CNN Breaking News,Tue Aug 04 00:08:28 +0000 2020,Tweet
"As a result of the positive coronavirus tests from St. Louis Cardinals players and staffers, the four-game series against the Detroit Tigers has been postponed https://t.co/jJeJYDVjFF",CNN Breaking News,Mon Aug 03 21:04:47 +0000 2020,Tweet
"New York prosecutors say their Trump investigation goes beyond hush money payments and ask judge to dismiss lawsuit challenging subpoena
https://t.co/a10mEpwfx2",CNN Breaking News,Mon Aug 03 18:25:46 +0000 2020,Tweet
"Tropical Storm Isaias is expected to make landfall as a hurricane tonight, the National Hurricane Center says in its latest advisory. Follow live updates: https://t.co/QrcDwm2twU https://t.co/EYYsc4jv0m",CNN Breaking News,Mon Aug 03 15:37:18 +0000 2020,Tweet
"Nobel Laureate John Hume, an architect of the Good Friday Agreement which brought decades of deadly sectarian violence across Ireland to an end, has died at 83 https://t.co/BzoUA5FpEO",CNN Breaking News,Mon Aug 03 12:07:54 +0000 2020,Tweet
